226	дизайнеров	дизайнер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#93.874#94.197
227	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#94.197#94.52
228	стране	страна	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#94.52#94.843
229	?	?	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#94.843#95.174
230	мгм	мгма	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#109.847#110.127
231	мгм	мгма	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#117.624#117.912
232	возможно	возможный	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#119.573#119.905
233	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#119.905#120.237
234	что-то	что-то	PRON	_	Case=Acc	_	_	_	@dap1994m-words#@dap1994m#120.237#120.569
235	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#120.569#120.901
236	слыхал	слыхать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#120.901#121.237
237	мгм	мгма	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#125.349#125.527
238	писюшечка	писюшечка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#126.209#126.788
239	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#140.042#141.025
240	концепция	концепция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#163.969#164.419
241	а	а	CCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#166.875#167.11
242	как	как	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#167.11#167.345
243	понять	понять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#167.345#167.58
244	где	где	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#167.58#167.815
245	вот	вот	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#167.815#168.05
246	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#168.05#168.285
247	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#168.285#168.52
248	ээ	ээ	X	_	Foreign=Yes	_	_	_	@dap1994m-words#@dap1994m#168.52#168.755
249	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#168.755#168.99
250	грань	грань	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#168.99#169.225
251	проходит	проходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#169.225#169.46
252	между	между	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#169.46#169.705
253	концептуальностью	концептуальность	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#169.89#170.326
254	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#170.326#170.762
255	простотой	простота	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#170.762#171.198
256	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#171.198#171.634
257	ии	ия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#171.634#172.07
258	у...	у...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#172.07#172.511
259	хуйней	хуйний	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#173.2#173.505
260	ебаной	ебаный	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#173.505#173.81
261	?	?	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#173.81#174.116
262	вот	вот	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#174.489#174.723
263	как	как	SCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#174.723#174.957
264	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#174.957#175.191
265	искусстве	искусство	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#175.191#175.425
266	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#175.425#175.659
267	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#175.659#175.893
268	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#175.893#176.127
269	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#176.127#176.361
270	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#176.361#176.595
271	залупа	залуп	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#176.595#176.829
272	или	или	CCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#176.829#177.063
273	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#177.063#177.3
274	талантливо	талантливый	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dap1994m-words#@dap1994m#177.673#177.9
275	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#177.9#178.127
276	как	как	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#178.127#178.354
277	понять	понять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#178.354#178.581
278	?	?	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#178.581#178.81
279	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#184.662#184.976
280	синий	синий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#184.976#185.29
281	потому	потому	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#185.29#185.604
282	что	что	SCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#185.604#185.918
283	синий	синий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#185.918#186.232
284	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#186.232#186.546
285	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#186.546#186.86
286	элегантность	элегантность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#186.86#187.174
287	синяя	синий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#187.31#187.613
288	свежесть	свежесть	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#187.613#187.916
289	да	да	CCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#187.916#188.22
290	просто	просто	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#191.092#191.303
291	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#191.303#191.514
292	вот	вот	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#191.514#191.725
293	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#191.725#191.936
294	у...у	у...а	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#191.936#192.147
295	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#192.147#192.358
296	вот	вот	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#192.358#192.569
297	у	у	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#192.569#192.78
298	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#192.78#192.991
299	очень	очень	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#192.991#193.202
300	простая	простой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#193.202#193.413
301	хуйня	хуйня	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#193.413#193.624
302	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#193.624#193.835
303	я...я	я...е	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#193.835#194.046
304	когда	когда	SCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#194.046#194.257
305	смотрел	смотреть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#194.257#194.468
306	ваш	ваш	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#194.468#194.679
307	отбор	отбор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#194.679#194.906
308	там	там	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#195.558#195.745
309	ну...	ну...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#196.439#196.627
310	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#196.627#196.815
311	л'...	л'...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#196.815#197.003
312	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#197.003#197.191
313	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#197.191#197.38
314	компитент	компитент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#197.655#197.99
315	акулы	акула	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#197.99#198.325
316	блять	блять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#198.325#198.66
317	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#198.66#198.995
318	мо...	мо...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#198.995#199.33
319	ну	ну	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#199.33#199.665
320	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#199.665#200.0
321	мира	мир	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#200.0#200.335
322	моды	мода	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#200.335#200.672
323	сидят	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#200.9#201.307
324	и	и	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#201.552#201.791
325	одним	один	NUM	_	Case=Dat	_	_	_	@dap1994m-words#@dap1994m#201.791#202.03
326	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#202.03#202.269
327	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#202.269#202.508
328	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#202.508#202.747
329	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#202.747#202.986
330	просто	просто	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#202.986#203.23
331	уберите	убрать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#203.543#203.834
332	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#203.834#204.125
333	нахуй	нахуе	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#204.125#204.416
334	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#204.416#204.707
335	с	с	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#204.707#204.998
336	моих	мой	DET	_	Case=Gen|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#204.998#205.289
337	глаз	глаз	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#205.289#205.586
338	и	и	CCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#206.42#206.593
339	кому	кто	PRON	_	Case=Dat	_	_	_	@dap1994m-words#@dap1994m#206.593#206.766
340	то	тот	SCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#206.766#206.94
341	к...	к...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#207.093#207.288
342	кто	кто	PRON	_	Case=Nom	_	_	_	@dap1994m-words#@dap1994m#207.288#207.483
343	для	для	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#207.483#207.678
344	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#207.678#207.873
345	выглядит	выглядеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#207.873#208.072
346	ну...	ну...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#208.347#208.485
347	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#208.485#208.623
348	с...	с..отреть	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#208.623#208.762
349	еще	еще	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#208.969#209.304
350	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#209.304#209.639
351	тупее	тупо	ADV	_	Degree=Cmp	_	_	_	@dap1994m-words#@dap1994m#209.639#209.974
352	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#210.028#210.553
353	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#210.553#211.078
354	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#211.078#211.603
355	фантастически	фантастически	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#211.603#212.129
356	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#212.31#212.615
357	блять	блять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#212.615#212.921
358	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@dap1994m-words#@dap1994m#213.056#213.372
359	в...	в...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#213.372#213.688
360	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#213.688#214.004
361	очень	очень	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#214.004#214.32
362	нравится	нравиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dap1994m-words#@dap1994m#214.32#214.636
363	что	что	PRON	_	Case=Acc	_	_	_	@dap1994m-words#@dap1994m#214.636#214.952
364	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@dap1994m-words#@dap1994m#214.952#215.268
365	делаете	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#215.268#215.589
366	и	и	CCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#215.788#216.054
367	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#216.054#216.32
368	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#216.32#216.586
369	ахуе	ахуе	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#216.586#216.852
370	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#216.852#217.118
371	не	не	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#217.118#217.384
372	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#217.384#217.652
373	что	что	PRON	_	Case=Acc	_	_	_	@dap1994m-words#@dap1994m#218.076#218.308
374	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#218.308#218.54
375	э	эра	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#218.54#218.772
376	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#218.772#219.004
377	ну	ну	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#219.004#219.236
378	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#219.236#219.468
379	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#219.468#219.703
380	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#220.422#220.685
381	каких	какой	DET	_	Case=Loc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#220.685#220.948
382	то	тот	SCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#220.948#221.211
383	моментах	момент	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#221.211#221.474
384	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#221.474#221.737
385	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#221.737#222.0
386	проследить	проследить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#222.0#222.263
387	а	о	X	_	Foreign=Yes	_	_	_	@dap1994m-words#@dap1994m#222.263#222.526
388	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#222.526#222.789
389	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#222.789#223.052
390	концепция	концепция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#223.052#223.315
391	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#223.315#223.578
392	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#223.578#223.841
393	выглядит	выглядеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#223.841#224.104
394	стильно	стильно	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#224.104#224.367
395	да	да	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#224.367#224.634
396	а	а	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#224.999#225.259
397	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#225.259#225.519
398	каких	какой	DET	_	Case=Gen|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#225.519#225.779
399	то	то	SCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#225.779#226.039
400	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#226.039#226.299
401	не...	не...	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#226.299#226.559
402	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#226.559#226.819
403	недоумении	недоумение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#226.819#227.079
404	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#227.079#227.339
405	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#227.339#227.599
406	не	не	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#227.599#227.859
407	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#227.859#228.119
408	по	по	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#228.119#228.379
409	каким	какой	DET	_	Case=Dat|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#228.379#228.639
410	критериям	критерий	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#228.639#228.899
411	оценивается	оценивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	@dap1994m-words#@dap1994m#228.899#229.159
412	типа	тип	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#229.159#229.431
413	ну	ну	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#229.893#230.122
414	как	как	SCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#235.27#235.531
415	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#235.531#235.792
416	мои	мой	DET	_	Case=Nom|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#235.792#236.053
417	друзья	друг	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#236.053#236.314
418	стилисты	стилист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#236.314#236.575
419	блять	блять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#236.575#236.836
420	отойди	отойти	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#236.836#237.097
421	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#237.097#237.358
422	нахуй	наховать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#237.358#237.619
423	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#237.619#237.88
424	загораживаешь	загораживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#237.88#238.143
425	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#238.218#238.532
426	да	да	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#259.584#259.758
427	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#259.758#259.932
428	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#259.932#260.106
429	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#260.106#260.28
430	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#260.28#260.454
431	да	да	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#260.454#260.628
432	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#260.628#260.802
433	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#260.802#260.983
434	мгм	мгма	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#263.172#263.503
435	ваще	васто	ADV	_	Degree=Cmp	_	_	_	@dap1994m-words#@dap1994m#275.491#275.735
436	не	не	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#275.735#275.979
437	выкупаю	выкупать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#275.979#276.223
438	что	что	PRON	_	Case=Nom	_	_	_	@dap1994m-words#@dap1994m#276.223#276.467
439	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#276.467#276.711
440	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#276.711#276.957
441	ага	ага	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#280.474#280.697
442	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#280.697#280.92
443	ага	ага	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#280.92#281.143
